lead_id,campaign_id,created_date,stage,deal_value_zar,closed_date
LD001581,CMP0009,2026-03-05,LOST,,2026-04-15
LD001582,CMP0009,2026-03-05,LOST,,2026-03-24
LD001583,CMP0009,2026-03-05,lost,,2026-03-17
LD001584,CMP0009,2026-03-05,LOST,,2026-03-17
LD001585,CMP0009,2026-03-05,NEW ,,
LD001586,CMP0009,2026-03-06,Qualified,,
LD001587,CMP0009,2026-03-06,Qualified,,
LD001588,CMP0009,2026-03-06,Lost,,2026-03-29
LD001589,CMP0009,2026-03-06,NEW ,,
LD001590,CMP0009,2026-03-06,New,,
LD001591,CMP0009,2026-03-06,LOST,,2026-03-17
LD001592,CMP0009,2026-03-06,new,,
LD001593,CMP0009,2026-03-06,lost,,2026-04-11
LD001594,CMP0009,2026-03-06,qualified,,
LD001595,CMP0009,2026-03-06,Lost,,2026-04-07
LD001596,CMP0009,2026-03-07,lost,,2026-04-08
LD001597,CMP0009,2026-03-07,lost,,2026-03-28
LD001598,CMP0009,2026-03-07,lost,,2026-03-25
LD001599,CMP0009,2026-03-07,Proposal,,
LD001600,CMP0009,2026-03-07,qualified,,
LD001601,CMP0009,2026-03-08,qualified,,
LD001602,CMP0009,2026-03-08,new,,
LD001603,CMP0009,2026-03-08,NEW ,,
LD001604,CMP0009,2026-03-08,LOST,,2026-03-29
LD001605,CMP0009,2026-03-08,qualified,,
LD001606,CMP0009,2026-03-08,qualified,,
LD001607,CMP0009,2026-03-08,LOST,,2026-04-05
LD001608,CMP0009,2026-03-08,new,,
LD001609,CMP0009,2026-03-09,New,,
LD001610,CMP0009,2026-03-09,NEW ,,
LD001611,CMP0009,2026-03-09,new,,
LD001612,CMP0009,2026-03-09,New,,
LD001613,CMP0009,2026-03-09,Lost,,2026-04-03
LD001614,CMP0009,2026-03-10,New,,
LD001615,CMP0009,2026-03-10,lost,,2026-04-23
LD001616,CMP0009,2026-03-10,proposal ,,
LD001617,CMP0009,2026-03-10,Qualified,,
LD001618,CMP0009,2026-03-10,lost,,2026-04-15
LD001619,CMP0009,2026-03-10,new,,
LD001620,CMP0009,2026-03-10,NEW ,,
LD001621,CMP0009,2026-03-11,LOST,,2026-04-13
LD001622,CMP0009,2026-03-11,proposal ,,
LD001623,CMP0009,2026-03-11,lost,,2026-03-22
LD001624,CMP0009,2026-03-11,New,,
LD001625,CMP0009,2026-03-11,proposal ,,
LD001626,CMP0009,2026-03-11,Qualified,,
LD001627,CMP0009,2026-03-11,new,,
LD001628,CMP0009,2026-03-11,Qualified,,
LD001629,CMP0009,2026-03-11,lost,,2026-04-16
LD001630,CMP0009,2026-03-12,lost,,2026-04-21
LD001631,CMP0009,2026-03-12,new,,
LD001632,CMP0009,2026-03-12,NEW ,,
LD001633,CMP0009,2026-03-12,New,,
LD001634,CMP0009,2026-03-12,New,,
LD001635,CMP0009,2026-03-12,Qualified,,
LD001636,CMP0009,2026-03-12,New,,
LD001637,CMP0009,2026-03-13,lost,,2026-04-08
LD001638,CMP0009,2026-03-13,NEW ,,
LD001639,CMP0009,2026-03-13,qualified,,
LD001640,CMP0009,2026-03-13,Lost,,2026-04-09
LD001641,CMP0009,2026-03-13,Lost,,2026-03-30
LD001642,CMP0009,2026-03-14,qualified,,
LD001643,CMP0009,2026-03-14,LOST,,2026-04-15
LD001644,CMP0009,2026-03-14,new,,
LD001645,CMP0009,2026-03-15,Qualified,,
LD001646,CMP0009,2026-03-15,NEW ,,
LD001647,CMP0009,2026-03-15,Proposal,,
LD001648,CMP0009,2026-03-15,Qualified,,
LD001649,CMP0009,2026-03-16,lost,,2026-04-17
LD001650,CMP0009,2026-03-16,lost,,2026-04-24
LD001651,CMP0009,2026-03-16,New,,
LD001652,CMP0009,2026-03-16,lost,,2026-04-13
LD001653,CMP0009,2026-03-16,lost,,2026-04-08
LD001654,CMP0009,2026-03-16,LOST,,2026-04-14
LD001655,CMP0009,2026-03-16,LOST,,2026-04-20
LD001656,CMP0009,2026-03-16,qualified,,
LD001657,CMP0009,2026-03-17,Lost,,2026-04-23
LD001658,CMP0009,2026-03-17,lost,,2026-04-04
LD001659,CMP0009,2026-03-17,NEW ,,
LD001660,CMP0009,2026-03-17,Proposal,,
LD001661,CMP0009,2026-03-18,NEW ,,
LD001662,CMP0009,2026-03-18,New,,
LD001663,CMP0009,2026-03-18,NEW ,,
LD001664,CMP0009,2026-03-18,qualified,,
LD001665,CMP0009,2026-03-18,qualified,,
LD001666,CMP0009,2026-03-18,Qualified,,
LD001667,CMP0009,2026-03-19,Lost,,2026-04-09
LD001668,CMP0009,2026-03-19,lost,,2026-04-19
LD001669,CMP0009,2026-03-19,new,,
LD001670,CMP0009,2026-03-19,Qualified,,
LD001671,CMP0009,2026-03-20,new,,
LD001672,CMP0009,2026-03-20,lost,,2026-04-16
LD001673,CMP0009,2026-03-20,qualified,,
LD001674,CMP0009,2026-03-20,lost,,2026-04-06
LD001675,CMP0009,2026-03-20,Lost,,2026-04-29
LD001676,CMP0009,2026-03-21,lost,,2026-04-27
LD001677,CMP0009,2026-03-21,LOST,,2026-04-12
LD001678,CMP0009,2026-03-21,Qualified,,
LD001679,CMP0009,2026-03-21,Lost,,2026-04-10
LD001680,CMP0009,2026-03-21,qualified,,
LD001681,CMP0009,2026-03-21,NEW ,,
LD001682,CMP0009,2026-03-22,LOST,,2026-04-07
LD001683,CMP0009,2026-03-22,Lost,,2026-04-04
LD001684,CMP0009,2026-03-22,new,,
LD001685,CMP0009,2026-03-22,NEW ,,
LD001686,CMP0009,2026-03-22,new,,
LD001687,CMP0009,2026-03-23,Lost,,2026-04-06
LD001688,CMP0009,2026-03-23,new,,
LD001689,CMP0009,2026-03-23,NEW ,,
LD001690,CMP0009,2026-03-23,lost,,2026-04-26
LD001691,CMP0009,2026-03-24,lost,,2026-04-15
LD001692,CMP0009,2026-03-24,new,,
LD001693,CMP0009,2026-03-24,proposal ,,
LD001694,CMP0009,2026-03-24,qualified,,
LD001695,CMP0010,2026-03-26,Qualified,,
LD001696,CMP0010,2026-03-26,Proposal,,
LD001697,CMP0010,2026-03-27,lost,,2026-04-16
LD001698,CMP0010,2026-03-27,new,,
LD001699,CMP0010,2026-03-27,New,,
LD001700,CMP0010,2026-03-28,New,,
LD001701,CMP0010,2026-03-28,Qualified,,
LD001702,CMP0010,2026-03-28,Qualified,,
LD001703,CMP0010,2026-03-28,New,,
LD001704,CMP0010,2026-03-29,LOST,,2026-05-04
LD001705,CMP0010,2026-03-29,Lost,,2026-04-06
LD001706,CMP0010,2026-04-01,qualified,,
LD001707,CMP0010,2026-04-01,Lost,,2026-04-26
LD001708,CMP0010,2026-04-03,Lost,,2026-04-18
LD001709,CMP0010,2026-04-04,New,,
LD001710,CMP0010,2026-04-04,qualified,,
LD001711,CMP0010,2026-04-05,Qualified,,
LD001712,CMP0010,2026-04-06,qualified,,
LD001713,CMP0010,2026-04-06,NEW ,,
LD001714,CMP0010,2026-04-06,New,,
LD001715,CMP0010,2026-04-07,LOST,,2026-04-20
LD001716,CMP0010,2026-04-07,Lost,,2026-04-21
LD001717,CMP0010,2026-04-07,NEW ,,
LD001718,CMP0010,2026-04-08,LOST,,2026-05-10
LD001719,CMP0010,2026-04-08,LOST,,2026-04-26
LD001720,CMP0010,2026-04-09,LOST,,2026-05-13
LD001721,CMP0010,2026-04-09,proposal ,,
LD001722,CMP0010,2026-04-09,qualified,,
LD001723,CMP0010,2026-04-09,lost,,2026-05-19
LD001724,CMP0010,2026-04-10,New,,
LD001725,CMP0010,2026-04-10,qualified,,
LD001726,CMP0010,2026-04-10,qualified,,
LD001727,CMP0010,2026-04-10,Qualified,,
LD001728,CMP0010,2026-04-10,new,,
LD001729,CMP0010,2026-04-10,Qualified,,
LD001730,CMP0010,2026-04-11,Qualified,,
LD001731,CMP0010,2026-04-12,New,,
LD001732,CMP0010,2026-04-12,Lost,,2026-04-27
LD001733,CMP0010,2026-04-12,NEW ,,
LD001734,CMP0010,2026-04-12,Lost,,2026-04-19
LD001735,CMP0010,2026-04-12,NEW ,,
LD001736,CMP0010,2026-04-13,LOST,,2026-05-06
LD001737,CMP0010,2026-04-13,NEW ,,
LD001738,CMP0010,2026-04-14,LOST,,2026-05-03
LD001739,CMP0010,2026-04-15,Qualified,,
LD001740,CMP0010,2026-04-16,qualified,,
LD001741,CMP0010,2026-04-16,LOST,,2026-05-29
LD001742,CMP0010,2026-04-16,Lost,,2026-05-22
LD001743,CMP0010,2026-04-16,NEW ,,
LD001744,CMP0010,2026-04-16,Won,653400.0,2026-05-07
LD001745,CMP0010,2026-04-17,New,,
LD001746,CMP0010,2026-04-17,new,,
LD001747,CMP0010,2026-04-17,LOST,,2026-05-27
LD001748,CMP0010,2026-04-19,qualified,,
LD001749,CMP0010,2026-04-19,New,,
LD001750,CMP0010,2026-04-19,LOST,,2026-05-15
LD001751,CMP0010,2026-04-20,Qualified,,
LD001752,CMP0010,2026-04-20,proposal ,,
LD001753,CMP0010,2026-04-20,New,,
LD001754,CMP0010,2026-04-20,Lost,,2026-05-20
LD001755,CMP0010,2026-04-22,new,,
LD001756,CMP0010,2026-04-23,New,,
LD001757,CMP0010,2026-04-23,lost,,2026-05-29
LD001758,CMP0010,2026-04-23,new,,
LD001759,CMP0010,2026-04-23,qualified,,
LD001760,CMP0010,2026-04-23,new,,
LD001761,CMP0010,2026-04-24,Qualified,,
LD001762,CMP0010,2026-04-25,New,,
LD001763,CMP0010,2026-04-25,qualified,,
LD001764,CMP0010,2026-04-25,Lost,,2026-05-14
LD001765,CMP0010,2026-04-25,lost,,2026-05-09
LD001766,CMP0010,2026-04-26,qualified,,
LD001767,CMP0010,2026-04-27,WON,239800.0,2026-06-13
LD001768,CMP0010,2026-04-27,New,,
LD001769,CMP0010,2026-04-27,Lost,,2026-05-12
LD001770,CMP0010,2026-04-27,New,,
LD001771,CMP0010,2026-04-27,proposal ,,
LD001772,CMP0010,2026-04-28,Qualified,,
LD001773,CMP0010,2026-04-28,Qualified,,
LD001774,CMP0010,2026-04-28,qualified,,
LD001775,CMP0010,2026-04-29,LOST,,2026-05-10
LD001776,CMP0010,2026-04-29,Lost,,2026-05-12
LD001777,CMP0010,2026-04-30,lost,,2026-05-07
LD001778,CMP0010,2026-05-01,Qualified,,
LD001779,CMP0010,2026-05-03,qualified,,
LD001780,CMP0010,2026-05-04,Proposal,,
LD001781,CMP0010,2026-05-04,lost,,2026-05-16
LD001782,CMP0010,2026-05-05,Lost,,2026-06-15
LD001783,CMP0010,2026-05-05,Lost,,2026-05-22
LD001784,CMP0010,2026-05-05,NEW ,,
LD001785,CMP0010,2026-05-05,lost,,2026-05-28
LD001786,CMP0010,2026-05-05,Lost,,2026-05-24
LD001787,CMP0010,2026-05-06,New,,
LD001788,CMP0010,2026-05-06,Lost,,2026-06-06
LD001789,CMP0010,2026-05-06,lost,,2026-06-04
LD001790,CMP0010,2026-05-06,Lost,,2026-06-15
LD001791,CMP0010,2026-05-06,NEW ,,
LD001792,CMP0010,2026-05-07,Lost,,2026-06-13
LD001793,CMP0010,2026-05-07,Qualified,,
LD001794,CMP0010,2026-05-07,LOST,,2026-06-15
LD001795,CMP0010,2026-05-07,Lost,,2026-05-14
LD001796,CMP0010,2026-05-08,lost,,2026-06-16
LD001797,CMP0010,2026-05-08,New,,
LD001798,CMP0010,2026-05-08,New,,
LD001799,CMP0010,2026-05-09,proposal ,,
LD001800,CMP0010,2026-05-09,qualified,,
LD001801,CMP0010,2026-05-10,lost,,2026-06-15
LD001802,CMP0010,2026-05-10,qualified,,
LD001803,CMP0010,2026-05-11,Qualified,,
LD001804,CMP0010,2026-05-11,qualified,,
LD001805,CMP0010,2026-05-11,Qualified,,
LD001806,CMP0010,2026-05-12,Lost,,2026-05-29
LD001807,CMP0010,2026-05-12,NEW ,,
LD001808,CMP0010,2026-05-13,LOST,,2026-06-10
LD001809,CMP0010,2026-05-13,LOST,,2026-06-01
LD001810,CMP0010,2026-05-13,qualified,,
LD001811,CMP0010,2026-05-14,Proposal,,
LD001812,CMP0010,2026-05-14,new,,
LD001813,CMP0010,2026-05-14,qualified,,
LD001814,CMP0010,2026-05-14,qualified,,
LD001815,CMP0010,2026-05-14,LOST,,2026-06-08
LD001816,CMP0010,2026-05-15,Qualified,,
LD001817,CMP0010,2026-05-16,Won,351200.0,2026-06-09
LD001818,CMP0010,2026-05-16,qualified,,
LD001819,CMP0010,2026-05-16,new,,
LD001820,CMP0010,2026-05-17,lost,,2026-06-12
LD001821,CMP0010,2026-05-18,lost,,2026-05-28
LD001822,CMP0010,2026-05-19,LOST,,2026-06-29
LD001823,CMP0010,2026-05-19,LOST,,2026-05-26
LD001824,CMP0010,2026-05-19,Qualified,,
LD001825,CMP0010,2026-05-19,Lost,,2026-06-24
LD001826,CMP0010,2026-05-19,lost,,2026-06-03
LD001827,CMP0010,2026-05-20,Qualified,,
LD001828,CMP0010,2026-05-21,new,,
LD001829,CMP0010,2026-05-21,NEW ,,
LD001830,CMP0010,2026-05-22,LOST,,2026-06-04
LD001831,CMP0010,2026-05-23,Qualified,,
LD001832,CMP0010,2026-05-23,Qualified,,
LD001833,CMP0010,2026-05-23,Qualified,,
LD001834,CMP0010,2026-05-24,New,,
LD001835,CMP0010,2026-05-24,NEW ,,
LD001836,CMP0010,2026-05-24,New,,
LD001837,CMP0010,2026-05-25,new,,
LD001838,CMP0010,2026-05-25,lost,,2026-06-25
LD001839,CMP0010,2026-05-25,qualified,,
LD001840,CMP0010,2026-05-25,New,,
LD001841,CMP0010,2026-05-26,proposal ,,
LD001842,CMP0010,2026-05-27,New,,
LD001843,CMP0010,2026-05-28,Lost,,2026-07-08
LD001844,CMP0010,2026-05-28,Lost,,2026-06-05
LD001845,CMP0010,2026-05-28,new,,
LD001846,CMP0010,2026-05-29,Proposal,,
LD001847,CMP0010,2026-05-29,lost,,2026-07-02
LD001848,CMP0010,2026-05-30,Lost,,2026-07-08
LD001849,CMP0010,2026-05-30,qualified,,
LD001850,CMP0010,2026-05-30,proposal ,,
LD001851,CMP0010,2026-05-30,New,,
LD001852,CMP0010,2026-05-30,LOST,,2026-07-02
LD001853,CMP0010,2026-05-31,LOST,,2026-06-26
LD001854,CMP0010,2026-06-01,new,,
LD001855,CMP0010,2026-06-01,NEW ,,
LD001856,CMP0010,2026-06-01,Lost,,2026-06-13
LD001857,CMP0010,2026-06-01,Lost,,2026-06-30
LD001858,CMP0010,2026-06-02,LOST,,2026-06-15
LD001859,CMP0010,2026-06-02,New,,
LD001860,CMP0010,2026-06-02,Lost,,2026-06-29
LD001861,CMP0010,2026-06-02,lost,,2026-06-26
LD001862,CMP0010,2026-06-03,NEW ,,
LD001863,CMP0010,2026-06-04,New,,
LD001864,CMP0010,2026-06-05,NEW ,,
LD001865,CMP0010,2026-06-05,Lost,,2026-06-15
LD001866,CMP0010,2026-06-05,NEW ,,
LD001867,CMP0010,2026-06-07,Proposal,,
LD001868,CMP0010,2026-06-08,LOST,,2026-06-28
LD001869,CMP0010,2026-06-09,new,,
LD001870,CMP0010,2026-06-09,Lost,,2026-07-15
LD001871,CMP0010,2026-06-10,LOST,,2026-07-21
LD001872,CMP0010,2026-06-11,Proposal,,
LD001873,CMP0010,2026-06-11,Qualified,,
LD001874,CMP0010,2026-06-11,lost,,2026-07-11
LD001875,CMP0010,2026-06-11,lost,,2026-07-16
LD001876,CMP0010,2026-06-11,Lost,,2026-06-22
LD001877,CMP0010,2026-06-12,LOST,,2026-07-20
LD001878,CMP0010,2026-06-13,NEW ,,
LD001879,CMP0010,2026-06-14,proposal ,,
LD001880,CMP0010,2026-06-14,Lost,,2026-07-15
LD001881,CMP0010,2026-06-15,qualified,,
LD001882,CMP0010,2026-06-15,NEW ,,
LD001883,CMP0010,2026-06-15,LOST,,2026-07-03
LD001884,CMP0010,2026-06-15,Qualified,,
LD001885,CMP0010,2026-06-16,Lost,,2026-06-28
LD001886,CMP0010,2026-06-16,LOST,,2026-07-27
LD001887,CMP0010,2026-06-16,New,,
LD001888,CMP0010,2026-06-17,won,136500.0,2026-07-05
LD001889,CMP0010,2026-06-17,New,,
LD001890,CMP0010,2026-06-17,NEW ,,
LD001891,CMP0010,2026-06-17,lost,,2026-07-25
LD001892,CMP0010,2026-06-18,lost,,2026-07-19
LD001893,CMP0010,2026-06-18,NEW ,,
LD001894,CMP0010,2026-06-18,lost,,2026-06-25
LD001895,CMP0010,2026-06-19,Lost,,2026-07-29
LD001896,CMP0010,2026-06-19,New,,
LD001897,CMP0010,2026-06-19,Lost,,2026-07-01
LD001898,CMP0010,2026-06-20,New,,
LD001899,CMP0010,2026-06-20,LOST,,2026-07-26
LD001900,CMP0010,2026-06-21,new,,
LD001901,CMP0010,2026-06-23,NEW ,,
LD001902,CMP0010,2026-06-23,won,185200.0,2026-07-11
LD001903,CMP0010,2026-06-23,qualified,,
LD001904,CMP0010,2026-06-23,new,,
LD001905,CMP0010,2026-06-23,Lost,,2026-07-12
LD001906,CMP0010,2026-06-23,Qualified,,
LD001907,CMP0010,2026-06-23,Qualified,,
LD001908,CMP0010,2026-06-24,Proposal,,
LD001909,CMP0010,2026-06-26,New,,
LD001910,CMP0010,2026-06-26,lost,,2026-07-15
LD001911,CMP0011,2025-12-15,Lost,,2026-01-24
LD001912,CMP0011,2025-12-17,Lost,,2026-01-26
LD001913,CMP0011,2025-12-18,New,,
LD001914,CMP0011,2025-12-19,NEW ,,
LD001915,CMP0011,2025-12-23,New,,
LD001916,CMP0011,2025-12-23,Qualified,,
LD001917,CMP0011,2025-12-27,Qualified,,
LD001918,CMP0011,2025-12-30,New,,
LD001919,CMP0011,2026-01-03,new,,
LD001920,CMP0011,2026-01-04,NEW ,,
LD001921,CMP0011,2026-01-09,NEW ,,
LD001922,CMP0011,2026-01-11,lost,,2026-02-24
LD001923,CMP0011,2026-01-17,LOST,,2026-02-16
LD001924,CMP0011,2026-01-21,new,,
LD001925,CMP0011,2026-01-25,qualified,,
LD001926,CMP0011,2026-01-26,Qualified,,
LD001927,CMP0011,2026-01-29,new,,
LD001928,CMP0011,2026-01-30,Lost,,2026-02-12
LD001929,CMP0011,2026-01-31,NEW ,,
LD001930,CMP0011,2026-02-05,LOST,,2026-02-19
LD001931,CMP0011,2026-02-08,lost,,2026-03-11
LD001932,CMP0011,2026-02-09,qualified,,
LD001933,CMP0011,2026-02-12,qualified,,
LD001934,CMP0011,2026-02-12,New,,
LD001935,CMP0011,2026-02-13,Lost,,2026-03-04
LD001936,CMP0011,2026-02-13,New,,
LD001937,CMP0011,2026-02-13,proposal ,,
LD001938,CMP0011,2026-02-16,new,,
LD001939,CMP0011,2026-02-19,Lost,,2026-03-24
LD001940,CMP0011,2026-02-20,NEW ,,
LD001941,CMP0011,2026-02-22,LOST,,2026-03-01
LD001942,CMP0011,2026-02-25,LOST,,2026-03-27
LD001943,CMP0011,2026-02-27,LOST,,2026-03-08
LD001944,CMP0011,2026-02-28,NEW ,,
LD001945,CMP0011,2026-02-28,Qualified,,
LD001946,CMP0011,2026-03-01,Proposal,,
LD001947,CMP0011,2026-03-06,Qualified,,
LD001948,CMP0011,2026-03-07,lost,,2026-03-20
LD001949,CMP0011,2026-03-09,qualified,,
LD001950,CMP0011,2026-03-09,qualified,,
LD001951,CMP0011,2026-03-12,Qualified,,
LD001952,CMP0011,2026-03-19,LOST,,2026-04-08
LD001953,CMP0011,2026-03-25,qualified,,
LD001954,CMP0011,2026-03-30,Qualified,,
LD001955,CMP0011,2026-04-03,lost,,2026-05-14
LD001956,CMP0011,2026-04-05,Lost,,2026-05-15
LD001957,CMP0011,2026-04-05,Proposal,,
LD001958,CMP0011,2026-04-06,NEW ,,
LD001959,CMP0011,2026-04-12,Qualified,,
LD001960,CMP0011,2026-04-27,LOST,,2026-06-10
LD001961,CMP0011,2026-05-01,Qualified,,
LD001962,CMP0011,2026-05-01,Won ,229800.0,2026-05-30
LD001963,CMP0011,2026-05-05,NEW ,,
LD001964,CMP0011,2026-05-06,WON,299100.0,2026-06-21
LD001965,CMP0011,2026-05-07,qualified,,
LD001966,CMP0011,2026-05-09,Lost,,2026-05-29
LD001967,CMP0011,2026-05-12,new,,
LD001968,CMP0011,2026-05-12,qualified,,
LD001969,CMP0011,2026-05-27,qualified,,
LD001970,CMP0012,2025-11-07,Lost,,2025-11-30
LD001971,CMP0012,2025-11-12,NEW ,,
LD001972,CMP0012,2025-11-14,lost,,2025-12-18
LD001973,CMP0012,2025-11-14,Qualified,,
LD001974,CMP0012,2025-11-17,qualified,,
LD001975,CMP0012,2025-11-18,Lost,,2025-12-26
LD001976,CMP0012,2025-11-20,new,,
LD001977,CMP0012,2025-11-20,Lost,,2025-12-01
LD001978,CMP0012,2025-11-21,Lost,,2026-01-01
LD001979,CMP0012,2025-11-26,New,,
LD001980,CMP0012,2025-11-27,Proposal,,
LD001981,CMP0012,2025-12-01,lost,,2025-12-30
LD001982,CMP0012,2025-12-05,qualified,,
LD001983,CMP0012,2025-12-11,Qualified,,
LD001984,CMP0012,2025-12-17,NEW ,,
LD001985,CMP0012,2025-12-18,NEW ,,
LD001986,CMP0012,2025-12-22,lost,,2026-01-01
LD001987,CMP0012,2025-12-22,new,,
LD001988,CMP0012,2025-12-24,lost,,2026-01-13
LD001989,CMP0012,2025-12-25,NEW ,,
LD001990,CMP0012,2025-12-26,lost,,2026-01-03
LD001991,CMP0012,2025-12-27,Qualified,,
LD001992,CMP0012,2025-12-29,Qualified,,
LD001993,CMP0012,2025-12-30,LOST,,2026-01-26
LD001994,CMP0012,2026-01-02,lost,,2026-02-06
LD001995,CMP0012,2026-01-06,Qualified,,
LD001996,CMP0012,2026-01-07,New,,
LD001997,CMP0012,2026-01-11,NEW ,,
LD001998,CMP0012,2026-01-17,qualified,,
LD001999,CMP0012,2026-01-20,LOST,,2026-02-03
LD002000,CMP0012,2026-01-21,Lost,,2026-02-26
LD002001,CMP0012,2026-01-23,NEW ,,
LD002002,CMP0012,2026-01-25,Proposal,,
LD002003,CMP0012,2026-01-27,LOST,,2026-02-16
LD002004,CMP0012,2026-01-30,NEW ,,
LD002005,CMP0012,2026-01-31,Qualified,,
LD002006,CMP0012,2026-02-02,qualified,,
LD002007,CMP0012,2026-02-03,lost,,2026-03-10
LD002008,CMP0012,2026-02-04,new,,
LD002009,CMP0012,2026-02-06,New,,
LD002010,CMP0012,2026-02-07,lost,,2026-03-19
LD002011,CMP0012,2026-02-11,lost,,2026-02-19
LD002012,CMP0012,2026-02-17,LOST,,2026-02-25
LD002013,CMP0012,2026-02-17,LOST,,2026-04-01
LD002014,CMP0012,2026-02-17,LOST,,2026-03-04
LD002015,CMP0012,2026-02-22,new,,
LD002016,CMP0012,2026-02-22,qualified,,
LD002017,CMP0012,2026-02-22,Lost,,2026-03-28
LD002018,CMP0012,2026-02-24,new,,
LD002019,CMP0012,2026-03-01,Qualified,,
LD002020,CMP0012,2026-03-02,Lost,,2026-04-07
LD002021,CMP0012,2026-03-03,LOST,,2026-04-16
LD002022,CMP0012,2026-03-04,LOST,,2026-03-21
LD002023,CMP0012,2026-03-09,New,,
LD002024,CMP0012,2026-03-10,qualified,,
LD002025,CMP0012,2026-03-14,new,,
LD002026,CMP0012,2026-03-15,new,,
LD002027,CMP0012,2026-03-16,Lost,,2026-03-24
LD002028,CMP0012,2026-03-18,Qualified,,
LD002029,CMP0012,2026-03-22,Lost,,2026-04-04
LD002030,CMP0012,2026-03-22,qualified,,
LD002031,CMP0012,2026-03-24,LOST,,2026-04-23
LD002032,CMP0012,2026-03-24,lost,,2026-04-27
LD002033,CMP0012,2026-03-26,LOST,,2026-04-02
LD002034,CMP0012,2026-03-28,Lost,,2026-04-11
LD002035,CMP0012,2026-03-28,new,,
LD002036,CMP0013,2026-01-03,NEW ,,
LD002037,CMP0013,2026-01-03,Qualified,,
LD002038,CMP0013,2026-01-03,Qualified,,
LD002039,CMP0013,2026-01-03,new,,
LD002040,CMP0013,2026-01-04,Lost,,2026-01-18
LD002041,CMP0013,2026-01-04,NEW ,,
LD002042,CMP0013,2026-01-04,NEW ,,
LD002043,CMP0013,2026-01-04,New,,
LD002044,CMP0013,2026-01-04,LOST,,2026-02-11
LD002045,CMP0013,2026-01-04,new,,
LD002046,CMP0013,2026-01-05,Lost,,2026-01-15
LD002047,CMP0013,2026-01-05,Qualified,,
LD002048,CMP0013,2026-01-06,New,,
LD002049,CMP0013,2026-01-06,NEW ,,
LD002050,CMP0013,2026-01-06,LOST,,2026-02-03
LD002051,CMP0013,2026-01-06,Lost,,2026-02-12
LD002052,CMP0013,2026-01-06,Lost,,2026-02-16
LD002053,CMP0013,2026-01-06,New,,
LD002054,CMP0013,2026-01-06,new,,
LD002055,CMP0013,2026-01-07,proposal ,,
LD002056,CMP0013,2026-01-07,New,,
LD002057,CMP0013,2026-01-07,LOST,,2026-02-05
LD002058,CMP0013,2026-01-07,LOST,,2026-01-16
LD002059,CMP0013,2026-01-07,Qualified,,
LD002060,CMP0013,2026-01-07,new,,
LD002061,CMP0013,2026-01-08,new,,
LD002062,CMP0013,2026-01-08,New,,
LD002063,CMP0013,2026-01-09,lost,,2026-02-07
LD002064,CMP0013,2026-01-09,new,,
LD002065,CMP0013,2026-01-09,lost,,2026-01-23
LD002066,CMP0013,2026-01-09,lost,,2026-01-20
LD002067,CMP0013,2026-01-09,Proposal,,
LD002068,CMP0013,2026-01-09,NEW ,,
LD002069,CMP0013,2026-01-09,proposal ,,
LD002070,CMP0013,2026-01-10,Lost,,2026-01-25
LD002071,CMP0013,2026-01-10,lost,,2026-02-07
LD002072,CMP0013,2026-01-10,LOST,,2026-02-12
LD002073,CMP0013,2026-01-11,qualified,,
LD002074,CMP0013,2026-01-11,NEW ,,
LD002075,CMP0013,2026-01-11,qualified,,
LD002076,CMP0013,2026-01-11,lost,,2026-02-05
LD002077,CMP0013,2026-01-11,Qualified,,
LD002078,CMP0013,2026-01-12,LOST,,2026-02-17
LD002079,CMP0013,2026-01-12,LOST,,2026-01-19
LD002080,CMP0013,2026-01-12,NEW ,,
LD002081,CMP0013,2026-01-12,lost,,2026-02-20
LD002082,CMP0013,2026-01-12,Lost,,2026-01-30
LD002083,CMP0013,2026-01-12,NEW ,,
LD002084,CMP0013,2026-01-12,LOST,,2026-02-14
LD002085,CMP0013,2026-01-12,Lost,,2026-02-15
LD002086,CMP0013,2026-01-13,new,,
LD002087,CMP0013,2026-01-13,Lost,,2026-02-02
LD002088,CMP0013,2026-01-14,lost,,2026-01-26
LD002089,CMP0013,2026-01-14,qualified,,
LD002090,CMP0013,2026-01-14,lost,,2026-01-28
LD002091,CMP0013,2026-01-14,Qualified,,
LD002092,CMP0013,2026-01-14,Qualified,,
LD002093,CMP0013,2026-01-14,proposal ,,
LD002094,CMP0013,2026-01-14,LOST,,2026-02-07
LD002095,CMP0013,2026-01-15,proposal ,,
LD002096,CMP0013,2026-01-16,NEW ,,
LD002097,CMP0013,2026-01-16,NEW ,,
LD002098,CMP0013,2026-01-16,LOST,,2026-02-15
LD002099,CMP0013,2026-01-16,Proposal,,
LD002100,CMP0013,2026-01-16,new,,
LD002101,CMP0013,2026-01-16,qualified,,
LD002102,CMP0013,2026-01-17,LOST,,2026-02-17
LD002103,CMP0013,2026-01-17,NEW ,,
LD002104,CMP0013,2026-01-17,NEW ,,
LD002105,CMP0013,2026-01-17,NEW ,,
LD002106,CMP0013,2026-01-17,LOST,,2026-02-25
LD002107,CMP0013,2026-01-17,New,,
LD002108,CMP0013,2026-01-17,WON,192100.0,2026-03-11
LD002109,CMP0013,2026-01-17,new,,
LD002110,CMP0013,2026-01-18,Lost,,2026-02-24
LD002111,CMP0013,2026-01-18,lost,,2026-01-29
LD002112,CMP0013,2026-01-18,Lost,,2026-02-16
