campaign_id,report_date,impressions,clicks,spend_zar
CMP0024,2025-12-27,5087,121,2104.32
CMP0030,2025-12-25,16776,189,1783.67
CMP0006,2026-02-22,45260,358,2584.26
CMP0001,2026-02-12,2350,38,735.33
CMP0014,2026-05-01,14201,147,1145.46
CMP0011,2026-02-01,1960,1970,1021.74
CMP0005,2026-03-01,18269,146,1201.29
CMP0026,2026-07-13,1735,36,788.17
CMP0022,2026-06-07,5989,84,961.21
CMP0032,2025-12-04,4238,73,1425.54
CMP0005,2026-05-03,21131,21167,1294.0
CMP0021,2026-08-24,2604,17,1196.68
CMP0031,2026-06-27,11585,151,1128.67
CMP0031,2026-06-29,13982,179,1443.78
CMP0005,2026-04-05,13815,115,1161.49
CMP0027,2026-05-28,5135,34,2133.46
CMP0004,2026-05-06,790,46,923.29
CMP0023,2026-04-09,1002,41,724.57
CMP0013,2026-02-26,31559,364,3157.36
CMP0003,2026-08-11,5181,33,2810.24
CMP0003,2026-04-12,4012,28,1870.85
CMP0003,2026-06-12,6552,43,2557.83
CMP0027,2026-05-01,6866,37,2240.97
CMP0030,2026-04-02,14305,155,1511.47
CMP0012,2026-03-06,2269,86,1306.52
CMP0020,2025-12-28,924,51,1109.63
CMP0011,2026-04-12,990,42,1099.48
CMP0008,2026-05-24,20414,206,1603.48
CMP0011,2026-05-15,1956,78,1283.27
CMP0023,2025-12-29,1375,50,897.85
CMP0018,2026-04-04,7494,41,1905.49
CMP0028,2026-05-03,2091,97,2114.42
CMP0030,2026-02-02,16677,161,1709.44
CMP0031,2026-03-23,17348,182,1507.3
CMP0019,2026-03-21,25016,242,1633.15
CMP0027,2026-04-18,4530,28,1812.79
CMP0006,2026-02-09,47140,399,2987.88
CMP0032,2026-03-21,2972,56,1070.63
CMP0004,2026-06-28,562,31,681.42
CMP0009,2026-01-04,19363,191,1422.49
CMP0030,2026-02-19,12087,163,1438.35
CMP0005,2026-05-12,14755,164,1512.7
CMP0017,2026-01-29,13250,245,2843.87
CMP0008,2026-04-05,28179,28208,1837.43
CMP0031,2026-07-24,14727,194,1549.57
CMP0030,2025-12-17,13727,177,1552.79
CMP0032,2025-11-09,2783,61,1142.48
CMP0004,2026-05-13,1184,55,1049.6
CMP0001,2026-03-03,1908,42,659.12
CMP0008,2026-02-11,31159,337,2511.43
CMP0028,2026-07-07,2605,128,3200.62
CMP0031,2026-03-18,14309,168,1349.58
CMP0033,2026-05-08,4457,94,1398.94
CMP0029,2026-07-07,8774,101,908.81
CMP0014,2026-02-08,11050,109,778.45
CMP0033,2026-06-22,5327,109,1643.54
CMP0022,2026-06-21,4956,77,1042.01
CMP0019,2026-01-22,26888,293,2089.54
CMP0004,2026-06-16,1239,54,960.88
CMP0023,2026-03-19,1251,47,882.97
CMP0017,2026-04-19,7454,170,2066.44
CMP0031,2026-08-01,9517,124,994.03
CMP0012,2025-12-11,1927,85,1233.71
CMP0022,2026-04-30,7385,101,1356.84
CMP0028,2026-03-25,2417,102,2537.98
CMP0010,2026-05-16,1456,86,1746.77
CMP0022,2026-08-08,6594,88,999.4
CMP0026,2026-06-27,1597,32,580.78
CMP0020,2025-11-21,1198,64,1355.58
CMP0001,2026-07-03,2178,43,739.76
CMP0026,2026-07-18,2071,35,544.49
CMP0027,2026-03-09,3945,27,2136.09
CMP0005,2026-05-18,27039,238,1798.21
CMP0013,2026-01-25,21601,214,1998.6
CMP0006,2026-01-27,58348,455,3273.04
CMP0020,2025-11-09,806,35,869.47
CMP0016,2026-01-16,3747,135,2046.33
CMP0003,2026-06-25,4776,34,2721.78
CMP0030,2026-01-16,14207,198,1585.58
CMP0010,2026-06-01,2628,114,2479.78
CMP0006,2026-03-02,33617,371,2754.87
CMP0032,2026-04-01,5996,109,1701.73
CMP0029,2026-05-29,6030,83,922.89
CMP0020,2025-11-22,1277,52,999.29
CMP0028,2026-04-23,2011,106,2733.13
CMP0032,2025-11-02,3688,61,1311.8
CMP0032,2026-02-07,2437,57,1040.64
CMP0021,2026-08-30,4261,24,1099.72
CMP0021,2026-05-31,4988,30,1015.92
CMP0028,2026-01-10,1513,82,2154.87
CMP0024,2026-03-08,6981,126,2413.67
CMP0027,2026-04-07,6583,41,2399.24
CMP0026,2026-03-02,1630,36,719.89
CMP0017,2026-03-01,8910,190,2254.51
CMP0021,2026-06-22,4042,22,1418.83
CMP0014,2026-01-21,15818,157,1201.14
CMP0033,2026-04-17,6049,98,1343.42
CMP0017,2026-02-07,11060,194,2322.51
CMP0012,2026-01-06,2415,95,1264.72
CMP0033,2026-03-19,4230,73,1336.46
CMP0004,2026-07-31,1185,54,1001.96
CMP0021,2026-07-15,4533,23,1305.27
CMP0003,2026-08-26,5982,35,3030.27
CMP0006,2026-01-24,28962,287,2185.2
CMP0016,2025-12-24,3007,135,1793.27
CMP0028,2026-06-09,2910,142,3223.47
CMP0016,2025-12-17,3848,135,2018.08
CMP0003,2026-06-07,6268,34,2181.82
CMP0028,2026-03-20,2338,103,2783.71
CMP0011,2026-03-13,1615,76,1352.82
CMP0019,2026-01-27,24883,350,2341.0
CMP0031,2026-07-08,15517,190,1614.82
CMP0009,2026-02-27,21526,295,1986.92
CMP0032,2026-02-27,4714,104,1750.59
CMP0029,2026-01-13,8237,100,938.22
CMP0023,2026-02-24,1051,44,731.32
CMP0026,2026-05-31,1469,34,544.05
CMP0003,2026-07-29,7831,39,3086.59
CMP0031,2026-06-10,15023,190,1370.3
CMP0021,2026-06-23,5250,32,1492.09
CMP0022,2026-07-08,7728,114,1189.82
CMP0022,2026-06-17,7824,118,1331.4
CMP0026,2026-03-04,1962,35,655.89
CMP0011,2026-01-01,1770,67,1457.56
CMP0001,2026-05-12,1767,33,727.9
CMP0028,2026-07-21,1759,105,2681.32
CMP0008,2026-06-12,37669,340,2502.45
CMP0023,2026-01-31,756,28,642.09
CMP0003,2026-07-14,7543,38,2594.91
CMP0024,2026-01-08,9270,154,3078.99
CMP0011,2025-12-24,1549,67,1331.31
CMP0028,2026-03-10,2589,111,2896.81
CMP0009,2026-03-17,17477,218,1739.05
CMP0020,2026-01-05,1102,62,1266.52
CMP0028,2026-04-21,2307,96,2635.68
CMP0019,2025-11-27,23654,323,2229.43
CMP0010,2026-04-29,2344,108,2427.81
CMP0029,2026-06-09,10165,117,1025.53
CMP0026,2026-03-23,1777,31,671.34
CMP0018,2026-04-14,9447,66,2766.43
CMP0029,2026-02-02,7233,99,1021.95
CMP0018,2026-05-23,7202,41,1675.86
CMP0017,2026-01-23,15254,261,3164.07
CMP0030,2025-12-18,15895,182,1651.81
CMP0016,2026-01-19,3284,116,1740.42
CMP0024,2026-02-20,7493,139,2654.07
CMP0031,2026-08-06,13734,192,1399.0
CMP0005,2026-05-01,17165,196,1534.41
CMP0028,2026-05-08,1803,82,2664.8
CMP0003,2026-08-08,5792,33,2355.46
CMP0005,2026-06-13,14106,141,1215.47
CMP0016,2026-01-15,3507,147,2047.13
CMP0013,2026-03-11,26722,279,2492.86
CMP0031,2026-03-20,15940,196,1456.07
CMP0033,2026-06-05,6226,108,1462.58
CMP0003,2026-08-22,5144,33,2030.36
CMP0016,2025-12-23,2764,127,1788.63
CMP0028,2026-04-17,2385,125,2918.35
CMP0018,2026-02-06,7841,49,2266.96
CMP0023,2026-02-23,1070,40,760.71
CMP0003,2026-08-20,4677,28,2742.38
CMP0024,2025-12-22,9272,179,2877.46
CMP0016,2026-01-31,1755,83,1376.86
CMP0019,2026-03-03,24585,285,2034.51
CMP0031,2026-06-21,11834,145,1099.55
CMP0011,2025-12-29,1936,67,1452.91
CMP0029,2026-06-26,8436,101,917.82
CMP0029,2026-06-19,7002,100,1030.32
CMP0033,2026-04-09,4196,91,1489.02
CMP0031,2026-05-21,13113,177,1391.36
CMP0021,2026-04-15,3771,19,1380.87
CMP0030,2026-01-08,15122,187,1626.59
CMP0027,2025-12-07,4556,25,1646.38
CMP0002,2026-04-19,2486,98,2215.73
CMP0029,2026-01-10,5635,81,649.78
CMP0027,2026-01-14,9481,51,2493.93
CMP0022,2026-08-14,7122,105,1283.15
CMP0028,2026-02-11,2048,104,2742.74
CMP0030,2026-04-04,13371,147,1285.07
CMP0030,2026-03-29,12585,139,1330.73
CMP0030,2026-05-11,15740,166,1506.76
CMP0011,2026-04-04,1162,47,907.34
CMP0011,2026-01-31,2016,68,1102.83
CMP0022,2026-08-02,4144,71,845.96
CMP0026,2026-04-10,2350,48,708.61
CMP0005,2026-01-23,24914,239,1825.96
CMP0014,2026-06-19,20049,157,1155.22
CMP0016,2026-02-07,3012,108,1384.57
CMP0022,2026-07-07,6717,118,1164.31
CMP0023,2026-03-03,1207,46,902.53
CMP0033,2026-06-27,2524,57,1105.88
CMP0026,2026-03-09,2995,57,753.63
CMP0031,2026-06-07,12388,131,1003.71
CMP0015,2026-02-19,33559,33570,3104.67
CMP0024,2026-01-14,5801,133,2930.54
CMP0031,2026-05-16,12696,166,1221.49
CMP0014,2026-02-11,13914,135,1151.6
CMP0010,2026-05-26,2515,103,2326.64
CMP0014,2026-03-20,16244,137,1214.49
CMP0022,2026-05-24,5582,94,996.63
CMP0008,2026-03-22,29364,260,2001.2
CMP0003,2026-08-06,7460,43,3021.65
CMP0017,2025-12-30,14435,239,2945.98
CMP0008,2026-06-28,30968,239,1747.59
CMP0023,2026-04-12,986,39,531.53
CMP0007,2026-01-22,10336,107,1053.47
CMP0032,2026-03-24,4098,91,1564.71
CMP0007,2026-01-27,8316,91,1073.19
CMP0003,2026-08-04,5803,33,2689.52
CMP0017,2026-03-15,14039,240,2345.58
CMP0022,2026-07-18,6319,87,1028.46
CMP0012,2026-03-24,1931,87,1259.42
CMP0008,2026-06-09,35116,289,2236.03
CMP0031,2026-06-22,16275,204,1463.43
CMP0014,2026-06-25,10969,118,1088.24
CMP0021,2026-05-07,5654,40,1495.48
CMP0006,2026-03-09,58960,468,3370.7
CMP0012,2026-02-18,1831,69,1070.44
CMP0030,2026-03-14,9199,101,1105.84
CMP0020,2025-10-07,1273,1311,1328.07
CMP0025,2025-11-29,17545,250,1893.4
CMP0014,2026-04-12,11498,119,947.27
CMP0005,2026-04-09,23125,186,1622.1
CMP0031,2026-03-27,17070,244,1620.08
CMP0029,2026-05-30,7700,76,825.45
CMP0026,2026-05-06,2677,47,759.41
CMP0011,2026-01-25,1051,46,965.5
CMP0004,2026-05-09,929,39,792.85
CMP0027,2026-05-27,7733,38,2295.16
CMP0024,2025-11-24,8914,173,3106.13
CMP0002,2026-04-26,3691,120,2435.4
CMP0033,2026-06-09,6642,126,1633.42
CMP0011,2026-01-23,1284,60,1461.03
CMP0027,2026-05-09,4187,21,1535.34
CMP0031,2026-05-12,18182,233,1542.88
CMP0017,2026-02-01,9361,189,2197.46
CMP0010,2026-04-12,1884,85,1891.39
CMP0028,2026-06-30,2314,100,2611.18
CMP0005,2026-07-05,14468,115,1144.32
CMP0004,2026-05-31,572,30,794.43
CMP0028,2026-05-14,2981,123,3152.11
CMP0028,2026-06-18,2773,126,3111.04
CMP0023,2026-02-06,1313,48,888.68
CMP0012,2025-12-22,2313,98,1302.1
CMP0030,2026-06-20,10002,125,1133.98
CMP0014,2026-02-07,10762,114,943.05
CMP0032,2025-12-03,5600,98,1732.34
CMP0021,2026-08-03,3320,21,1446.99
CMP0029,2026-04-21,7090,93,1070.95
CMP0025,2026-01-02,29747,306,2489.23
CMP0025,2026-01-12,21007,275,2265.28
CMP0014,2026-05-09,14962,115,932.08
CMP0031,2026-05-04,15728,179,1378.46
CMP0010,2026-04-21,2078,90,2170.03
CMP0002,2026-05-20,2549,119,2643.57
CMP0033,2026-05-07,5203,102,1372.67
CMP0012,2025-11-15,1004,47,926.96
CMP0027,2026-01-08,7380,39,2441.58
CMP0001,2026-02-03,2785,49,721.07
CMP0005,2026-06-18,23976,219,1776.04
CMP0030,2026-05-22,11262,135,1544.82
CMP0031,2026-07-25,11865,145,1209.44
CMP0019,2025-12-20,16804,208,1560.76
CMP0024,2026-02-24,9278,190,3189.54
CMP0005,2026-02-20,18194,179,1455.77
CMP0005,2026-06-01,22802,230,1817.33
CMP0017,2026-04-27,9618,228,2867.19
CMP0001,2026-08-05,1807,33,645.94
CMP0017,2026-02-10,11823,257,2974.8
CMP0014,2026-05-20,18858,154,1126.76
CMP0014,2026-03-28,10520,109,902.47
CMP0016,2026-02-14,3142,106,1449.06
CMP0030,2026-03-26,17130,185,1805.01
CMP0016,2026-02-28,2751,109,1502.38
CMP0009,2026-01-08,22619,288,1942.75
CMP0006,2026-01-21,36996,379,2753.97
CMP0014,2026-02-26,14058,127,1006.9
CMP0027,2026-05-20,5279,34,2277.63
CMP0020,2025-12-22,769,46,1157.61
CMP0029,2026-07-11,7700,85,711.9
CMP0004,2026-06-17,1107,46,848.66
CMP0023,2026-03-12,940,40,862.89
CMP0029,2026-01-26,9420,108,910.89
CMP0031,2026-07-18,14624,146,1204.67
CMP0033,2026-04-07,6631,112,1592.02
CMP0005,2026-02-04,19899,205,1647.03
CMP0031,2026-08-07,16244,207,1524.23
CMP0024,2026-03-12,6671,132,2690.52
CMP0029,2025-12-29,8954,121,1091.09
CMP0015,2026-03-27,36571,369,2799.99
CMP0026,2026-06-28,2321,44,588.19
CMP0032,2026-02-17,4893,100,1756.53
CMP0028,2026-05-23,1630,93,2055.43
CMP0013,2026-02-13,24266,331,2651.83
CMP0022,2026-06-18,6042,108,1194.8
CMP0003,2026-08-19,6772,37,2768.12
CMP0024,2025-12-11,7653,156,2910.3
CMP0009,2026-01-17,19745,193,1254.58
CMP0031,2026-08-27,19045,187,1608.16
CMP0012,2026-03-25,1800,78,1193.21
CMP0018,2026-02-13,7720,54,2214.64
CMP0024,2025-12-05,10525,172,3238.75
CMP0030,2026-04-06,15899,186,1493.21
CMP0029,2026-06-20,6807,70,747.63
CMP0030,2026-06-09,13139,152,1483.78
CMP0012,2026-01-24,1544,52,771.14
CMP0025,2026-01-15,23988,237,2107.67
CMP0030,2026-01-06,15240,151,1560.0
CMP0001,2026-03-11,2940,51,752.12
CMP0031,2026-07-29,18653,185,1464.46
CMP0027,2026-05-06,4324,30,2266.74
CMP0029,2026-05-20,8511,106,953.67
CMP0018,2026-05-13,7274,50,2326.05
CMP0033,2026-04-02,5498,121,1665.77
CMP0028,2026-02-15,2029,96,2207.71
CMP0005,2026-04-19,15829,159,1137.09
CMP0028,2026-01-12,2869,128,3110.17
CMP0027,2026-02-16,7266,36,2211.7
CMP0001,2026-02-23,2655,49,641.51
CMP0018,2026-06-19,10372,50,2298.76
CMP0028,2026-06-28,1674,84,1891.16
CMP0016,2026-03-03,3862,133,2065.63
CMP0011,2026-03-26,1751,74,1219.73
CMP0022,2026-08-21,9402,125,1373.13
CMP0016,2026-03-20,3254,135,2101.76
CMP0032,2026-03-07,2783,60,1108.73
CMP0014,2026-03-19,17240,140,1165.61
CMP0004,2026-08-09,646,33,726.48
CMP0001,2026-08-12,1924,44,790.12
CMP0017,2026-03-13,11408,213,2643.45
CMP0028,2026-05-19,1627,91,2853.1
CMP0030,2026-03-06,16099,181,1555.05
CMP0033,2026-04-16,5879,104,1530.56
CMP0014,2026-01-22,17175,145,1029.9
CMP0030,2026-01-31,12828,162,1343.28
CMP0020,2025-10-09,1772,74,1486.08
CMP0030,2026-03-23,14331,187,1692.32
CMP0031,2026-08-03,16399,211,1504.22
CMP0018,2026-03-08,7095,49,1858.77
CMP0019,2025-11-19,21830,251,2047.52
CMP0005,2026-01-31,14264,130,1210.05
CMP0026,2026-04-23,2129,44,793.0
CMP0031,2026-08-17,14221,193,1547.13
CMP0026,2026-05-10,1747,40,576.04
CMP0033,2026-03-27,5071,112,1724.54
CMP0004,2026-06-09,856,51,969.45
CMP0012,2025-11-29,1858,78,895.71
CMP0014,2026-03-21,9851,93,764.88
CMP0025,2026-01-16,26999,283,2113.49
CMP0012,2025-12-30,2178,84,1286.85
CMP0023,2025-11-23,749,34,570.24
CMP0001,2026-04-07,2104,48,721.05
CMP0003,2026-05-11,6610,36,2616.38
CMP0019,2025-11-20,23866,259,1899.44
CMP0016,2026-02-26,3358,145,2125.11
CMP0007,2026-01-08,9297,102,1245.66
CMP0012,2026-03-27,1659,74,1147.74
CMP0023,2026-04-14,1130,45,758.85
CMP0030,2026-02-15,11632,158,1312.73
CMP0015,2026-05-24,23097,329,2483.4
CMP0009,2026-03-04,26950,295,2012.91
CMP0003,2026-03-18,6122,43,2463.43
CMP0015,2026-06-08,28669,355,3021.45
CMP0005,2026-06-05,17010,194,1620.95
CMP0019,2026-02-20,24313,289,2111.71
CMP0011,2026-04-20,1921,67,1383.07
CMP0029,2026-01-17,9152,99,779.68
CMP0004,2026-04-30,757,33,823.95
CMP0017,2026-04-03,11201,238,2821.62
CMP0027,2026-03-04,6239,41,2183.21
CMP0017,2026-05-04,16536,288,3117.79
CMP0020,2025-11-01,795,39,1054.78
CMP0022,2026-04-18,4858,73,822.66
CMP0008,2026-01-26,33231,342,2384.89
CMP0031,2026-04-05,10602,131,1039.33
CMP0023,2026-03-24,1146,43,868.64
CMP0005,2026-04-25,17001,175,1364.42
CMP0031,2026-07-01,15946,211,1636.35
CMP0029,2026-04-30,9135,89,992.82
CMP0009,2026-02-22,19126,191,1344.9
CMP0032,2026-01-27,4233,94,1671.52
CMP0028,2026-02-04,1978,109,2556.29
CMP0029,2026-05-27,6688,79,950.83
CMP0011,2026-03-11,1417,64,1497.29
CMP0009,2025-12-22,22442,249,1830.92
CMP0031,2026-05-17,12218,153,1234.52
CMP0009,2026-02-15,18805,189,1402.38
CMP0015,2026-05-28,33168,467,3424.42
CMP0003,2026-08-29,3146,18,1834.52
CMP0011,2025-12-31,1101,49,1324.41
CMP0008,2026-02-03,26541,300,2394.07
CMP0018,2026-06-30,10502,57,2625.11
CMP0004,2026-07-17,786,41,830.1
CMP0005,2026-02-07,17905,157,1206.75
CMP0030,2026-03-13,15319,161,1490.85
CMP0006,2026-01-22,38502,439,3076.66
CMP0012,2026-03-28,1502,63,947.64
CMP0029,2026-01-29,6385,6418,876.84
CMP0031,2026-04-17,15803,200,1538.28
CMP0002,2026-05-06,3203,120,2788.95
CMP0027,2026-01-20,5881,32,2157.7
CMP0008,2026-07-03,34033,321,2174.9
CMP0011,2026-05-18,2174,74,1333.07
CMP0014,2026-02-16,15002,144,1109.01
CMP0007,2026-02-14,6413,79,868.66
CMP0016,2026-02-25,4020,154,1990.17
CMP0021,2026-04-07,3988,24,1476.78
CMP0009,2026-03-02,23123,265,2064.52
CMP0025,2026-01-22,23511,263,2027.78
CMP0010,2026-04-02,1878,89,2175.01
CMP0014,2026-02-04,20047,164,1200.17
CMP0033,2026-04-30,5757,101,1605.55
CMP0005,2026-03-29,19568,177,1330.64
CMP0022,2026-05-08,7697,118,1321.04
CMP0021,2026-05-23,4008,24,1132.0
CMP0019,2026-01-04,20169,230,1638.63
CMP0008,2026-06-10,38453,316,2348.29
CMP0029,2026-06-13,7819,91,690.65
CMP0011,2026-03-19,1525,60,1324.45
CMP0026,2026-05-09,1852,40,503.97
CMP0001,2026-04-06,2333,50,779.66
CMP0001,2026-07-10,2933,49,712.07
CMP0004,2026-04-29,814,47,957.93
CMP0017,2026-05-02,8348,165,2250.2
CMP0011,2026-03-10,1300,62,1303.3
CMP0026,2026-04-24,1725,37,650.03
CMP0026,2026-07-17,2265,46,718.58
CMP0014,2026-02-28,9908,100,823.81
CMP0032,2026-01-05,4805,81,1483.96
CMP0028,2026-02-22,1832,78,2170.42
CMP0029,2026-03-06,7346,95,865.16
CMP0027,2026-02-24,4700,29,2094.05
CMP0026,2026-03-24,2175,44,720.01
CMP0021,2026-07-21,3794,24,1202.13
CMP0016,2025-12-15,2963,134,2004.28
CMP0027,2026-05-21,6083,34,2035.01
CMP0017,2026-03-02,12281,253,2692.81
CMP0030,2025-12-31,9778,134,1476.41
CMP0022,2026-05-20,5694,107,1107.43
CMP0001,2026-06-23,2458,41,728.98
CMP0031,2026-03-07,15798,158,1187.58
CMP0023,2026-04-02,1014,45,843.77
CMP0022,2026-08-07,6425,103,1172.71
CMP0028,2026-01-06,2625,119,2936.41
CMP0016,2026-01-23,4054,138,1998.89
CMP0013,2026-01-08,23255,331,3108.25
CMP0008,2026-06-05,46048,355,2380.68
CMP0024,2026-02-02,7841,145,3210.69
CMP0009,2026-03-03,20747,296,1982.42
CMP0032,2025-11-28,4506,102,1740.36
CMP0028,2026-02-07,1680,90,1928.17
CMP0032,2025-11-17,4016,79,1738.23
CMP0029,2026-06-30,8690,105,986.88
CMP0017,2026-02-14,9790,214,2418.83
CMP0001,2026-05-23,986,21,544.4
CMP0022,2026-06-25,6303,96,1096.37
CMP0030,2026-06-03,12982,178,1560.8
CMP0021,2026-07-22,3316,18,1265.2
CMP0011,2026-04-07,1760,82,1518.13
CMP0005,2026-05-20,15866,163,1442.33
CMP0023,2026-02-14,656,27,582.87
CMP0009,2026-01-24,15815,187,1373.71
CMP0021,2026-06-09,6035,35,1491.06
CMP0029,2026-06-28,7101,82,751.06
CMP0005,2026-04-13,25436,198,1714.66
CMP0025,2025-12-10,20050,274,2081.65
CMP0020,2025-10-22,1025,54,1265.94
CMP0005,2026-02-10,17993,178,1679.69
CMP0023,2026-03-11,1027,36,772.81
CMP0026,2026-04-29,1884,39,726.63
CMP0007,2026-02-18,12309,145,1282.7
CMP0023,2026-01-18,569,27,628.35
CMP0024,2026-03-15,6102,125,2173.27
CMP0026,2026-07-12,1416,33,614.93
CMP0001,2026-06-10,2318,44,687.14
CMP0001,2026-05-31,1719,33,498.32
CMP0011,2025-12-16,1722,65,1399.8
CMP0033,2026-04-28,5215,103,1453.27
CMP0026,2026-03-27,2988,58,785.93
CMP0004,2026-07-14,808,43,827.79
CMP0029,2026-06-22,7687,105,998.99
CMP0023,2025-12-27,653,27,670.68
CMP0030,2026-03-30,11655,162,1498.86
CMP0029,2026-02-11,7618,108,891.97
CMP0032,2026-01-23,4020,86,1674.41
CMP0014,2026-03-03,12545,138,1129.57
CMP0001,2026-03-05,2795,46,684.08
CMP0032,2026-02-16,5000,96,1593.6
CMP0012,2026-01-08,1790,59,1038.02
CMP0028,2026-02-02,1905,114,2965.32
CMP0031,2026-07-04,12497,138,1035.6
CMP0015,2026-02-21,31393,354,2645.61
CMP0010,2026-04-03,1853,98,2293.73
CMP0004,2026-05-11,1199,52,938.4
CMP0014,2026-05-06,14415,141,1095.45
CMP0028,2026-04-27,2029,121,3117.9
CMP0028,2026-01-30,1723,91,2843.23
CMP0023,2026-03-16,990,37,796.24
CMP0003,2026-05-22,5617,39,2724.25
CMP0021,2026-04-23,6856,35,1429.84
CMP0006,2026-03-18,39856,369,2911.24
CMP0010,2026-04-16,1584,87,2130.93
CMP0004,2026-05-17,836,44,780.17
CMP0007,2026-02-27,7535,97,1071.48
CMP0030,2026-06-16,14231,178,1519.72
CMP0003,2026-04-17,7447,41,2776.8
CMP0018,2026-02-25,8857,51,2583.09
CMP0014,2026-03-29,9886,99,749.13
CMP0009,2025-12-20,13918,168,1306.78
CMP0008,2026-06-03,34864,325,2295.63
CMP0025,2026-01-26,21587,280,2362.57
CMP0010,2026-04-30,1553,85,2287.43
CMP0027,2026-03-16,7823,39,2385.88
CMP0028,2026-01-27,1587,90,2570.55
CMP0023,2026-04-06,1064,39,853.63
CMP0026,2026-06-20,2549,41,616.63
CMP0012,2026-01-15,1806,64,1049.59
CMP0001,2026-06-19,1795,33,678.6
CMP0024,2025-11-21,6375,132,2915.0
CMP0027,2026-02-07,4276,28,1678.9
CMP0027,2026-05-12,7045,44,2044.22
CMP0033,2026-04-22,5100,106,1694.65
CMP0006,2026-02-24,54290,448,3346.57
CMP0023,2026-01-23,1629,54,907.62
CMP0020,2025-12-08,1031,53,1269.1
CMP0007,2026-01-06,9977,137,1282.16
CMP0004,2026-08-01,908,46,778.16
CMP0019,2026-02-23,18007,237,1886.45
CMP0022,2026-04-16,6339,117,1347.63
CMP0027,2026-01-30,4565,29,2225.64
CMP0020,2025-11-05,1370,67,1450.81
CMP0008,2026-04-03,34439,364,2570.92
CMP0026,2026-06-22,2601,44,701.13
CMP0021,2026-07-30,6415,31,1463.32
CMP0005,2026-02-23,26355,251,1833.92
CMP0004,2026-08-08,810,36,772.28
CMP0023,2026-01-22,1085,51,809.19
CMP0025,2025-12-14,20796,272,1850.14
CMP0016,2026-01-30,2888,106,1866.61
CMP0029,2026-02-04,8917,102,1090.11
CMP0010,2026-05-06,2298,97,2556.43
CMP0001,2026-03-09,2695,44,719.87
CMP0029,2026-05-15,8261,96,1040.8
CMP0021,2026-06-30,6371,38,1507.16
CMP0005,2026-07-13,26001,221,1617.81
CMP0020,2025-11-19,958,46,1213.69
CMP0019,2025-12-09,26626,330,2250.71
CMP0007,2026-02-26,9122,108,1123.18
CMP0003,2026-03-21,5655,30,2358.47
CMP0026,2026-06-29,2685,48,762.2
CMP0008,2026-06-27,29236,321,1984.42
CMP0019,2025-12-27,18562,227,1614.41
CMP0022,2026-05-28,5715,105,1173.37
CMP0031,2026-05-29,18643,206,1632.09
CMP0017,2026-02-16,15554,297,3198.66
CMP0028,2026-04-16,2504,107,2865.45
CMP0011,2026-03-28,1290,47,920.93
CMP0010,2026-03-31,2229,100,2343.24
CMP0021,2026-07-31,3925,24,1308.27
CMP0005,2026-04-20,20369,215,1754.56
CMP0001,2026-06-04,1867,42,735.71
CMP0006,2026-02-12,46873,406,2843.17
CMP0001,2026-08-03,2202,43,755.32
CMP0023,2026-03-26,780,34,713.42
CMP0023,2026-01-20,1474,51,823.86
CMP0015,2026-04-13,42109,440,3211.13
CMP0024,2026-01-21,6818,152,2769.16
CMP0018,2026-02-19,8001,54,2698.35
CMP0027,2025-12-12,5802,35,2483.76
CMP0001,2026-05-25,2141,49,803.46
CMP0029,2026-03-25,6378,88,874.23
CMP0021,2026-05-29,3188,21,1484.85
CMP0027,2025-12-21,4879,24,1692.96
CMP0005,2026-06-29,25084,214,1576.37
CMP0013,2026-02-03,35656,346,3057.91
CMP0022,2026-06-05,6345,102,1359.52
CMP0023,2026-02-20,901,39,712.84
CMP0032,2026-01-10,2920,67,1119.58
CMP0033,2026-07-08,4604,102,1586.07
CMP0002,2026-04-05,2489,112,2337.53
CMP0033,2026-04-18,3084,74,1218.02
CMP0004,2026-08-16,678,30,696.94
CMP0001,2026-05-15,2551,44,666.93
CMP0014,2026-02-23,13185,121,1044.53
CMP0019,2026-01-31,16767,231,1757.72
CMP0005,2026-01-15,23456,196,1733.18
CMP0032,2025-11-01,2959,53,1203.06
CMP0005,2026-05-25,16916,189,1601.59
CMP0029,2026-07-10,7885,92,957.55
CMP0027,2026-01-06,6560,35,1961.06
CMP0033,2026-04-10,4447,89,1335.6
CMP0009,2025-12-27,16374,187,1332.8
CMP0006,2026-01-02,39599,439,3261.77
CMP0028,2026-06-10,1970,99,2754.94
CMP0016,2026-03-15,1846,88,1307.8
CMP0019,2026-01-08,28381,281,2085.66
CMP0028,2026-06-14,1556,81,2164.34
CMP0011,2026-03-27,1592,63,1364.12
CMP0005,2026-06-04,15559,177,1528.02
CMP0005,2026-04-29,14661,154,1480.12
CMP0029,2026-01-13,8237,100,938.22
CMP0018,2026-06-29,11679,11720,2598.43
CMP0009,2025-12-30,19410,254,1690.09
CMP0011,2026-05-27,1223,58,1257.52
CMP0031,2026-06-19,17792,198,1664.55
CMP0032,2026-01-08,5541,98,1664.16
CMP0021,2026-05-10,2279,16,1088.42
CMP0008,2026-02-20,32805,347,2640.1
CMP0011,2026-05-09,1712,60,1061.02
CMP0004,2026-05-16,963,47,738.89
CMP0011,2026-04-18,1747,1772,1127.06
CMP0031,2026-08-26,12607,164,1426.06
CMP0026,2026-03-19,2238,47,751.1
CMP0022,2026-07-15,6232,112,1226.89
